業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
7453,2024/08,661677000000,56135000000,55777000000,41566000000,157.1,14.2,8.16
7455,2025/03,50782000000,1383000000,1700000000,887000000,16.16,2.55,2.06
7456,2025/03,468841000000,12676000000,13523000000,9456000000,364.85,9.48,5.6
7458,2024/03,146746000000,18601000000,19561000000,12568000000,117.01,11.68,5.95
7459,2025/03,3671328000000,55609000000,65255000000,40279000000,193.19,6.5,2.21
7460,2025/03,83376000000,3572000000,3766000000,2625000000,313.79,6.08,3.31
7461,2025/03,36249000000,1948000000,2070000000,1184211000,79.84,7.28,3.77
7462,2025/03,3369000000,79000000,69000000,30000000,8.32,1.97,1.04
7463,2025/03,18518000000,3150000000,8761000000,6012061000,169.07,11.16,7.49
7464,2025/03,10312000000,354000000,358000000,229000000,128.84,3.17,1.84
7466,2025/03,68720000000,3311000000,3568000000,2497319000,247.94,9.27,5.65
7467,2025/03,258742000000,7112000000,6210000000,3699000000,371.23,7.28,2.84
7472,2025/03,31565000000,1684000000,1812000000,1231000000,310.78,5.87,4.01
7475,2025/03,98185000000,2063000000,2605000000,1622000000,187.62,5.02,3.07
7476,2025/03,103751000000,11593000000,12071000000,8229000000,114.88,12.36,8.22
7477,2025/03,7543000000,143000000,168000000,90000000,63.4,3.34,2.28
7480,2025/03,46631000000,2423000000,2658000000,1789000000,127.59,9.57,6.15
7481,2025/03,119256000000,3565000000,3610000000,2812000000,339.47,19.43,7.48
7482,2025/03,60680000000,2986000000,3303000000,2088000000,89.41,5.95,4.99
7483,2025/03,113939000000,8995000000,9348000000,6409000000,185.23,7.32,6.28
7485,2025/02,1121764000000,37369000000,41921000000,27070000000,1406.86,7.06,3.14
7486,2025/03,30826000000,652000000,1278000000,821000000,67.11,3.93,2.82
7487,2024/05,10125691000,528241000,704846000,546350000,65.05,3.01,2.21
7488,2025/04,10875000000,1946000000,1991000000,1301000000,248.03,9.6,7.01
7490,2025/03,39034000000,384000000,556000000,615455000,92.18,2.64,1.52
7494,2024/09,63127000000,-1348000000,-1159000000,-3062000000,-101.12,-,-
7500,2024/06,36417933000,3465162000,3588972000,2528456000,748.01,13.84,8
7501,2024/11,3212048000,-30065000,-24796000,-109271000,-44.12,-,-
7502,2025/03,18644000000,336000000,388000000,275856000,117.23,12.43,2.37
7504,2025/03,115915000000,4532000000,4840000000,3465000000,179.08,8.71,5.66
7505,2024/09,46778454000,1865543000,2059269000,1428182000,247.05,11.4,4.81
7506,2025/03,11594000000,122000000,148000000,79000000,16.8,1.4,0.95
7508,2025/03,214129000000,7122000000,7466000000,4939000000,112.72,15.16,6.99
7509,2025/03,37289000000,1797000000,1895000000,1254769000,863.97,8.07,4.46
7510,2025/03,100965000000,3426000000,3761000000,2659000000,166.2,6.51,4.17
7512,2025/02,354018000000,7892000000,8020000000,3606000000,25.89,4.94,1.93
7513,2024/08,269868000000,6359000000,6627000000,4001000000,51.85,6.03,3.49
7514,2024/08,58512000000,307000000,432000000,206000000,16.73,1.25,0.59
7515,2025/02,41738000000,132000000,145000000,13796000,14.76,0.46,0.09
7516,2025/02,501403000000,25001000000,23306000000,14210000000,492.51,8.57,2.97
7518,2024/03,205127000000,19533000000,19151000000,13720000000,169.82,17.89,8.32
7520,2025/02,137176000000,6020000000,6285000000,4131000000,368.44,15.38,7.16
7521,2025/03,37391000000,3354000000,4738000000,3432000000,503.64,10.1,6.89
7522,2025/03,88713000000,4568000000,5246000000,3522000000,87.9,13.14,4.93
7523,2025/03,10731000000,2113000000,2267000000,1266065000,130.61,8.27,3.64
7524,2025/03,4581000000,44000000,32000000,34000000,4.24,8.29,0.99
7525,2025/03,54727000000,3882000000,4197000000,2841313000,351,11.14,6.49
7527,2024/09,2310898000,-415310000,-499899000,-1531607000,-18.06,-,-
7531,2024/12,51471676000,-99865000,18941000,-101233000,-25.72,-,-
7532,2024/06,2095077000000,140193000000,148709000000,88701000000,148.64,16.53,5.92
7533,2024/04,24348034000,1648012000,1649248000,1138693000,129.25,10.34,4.47
7537,2025/03,210837000000,8958000000,6344000000,4272000000,163.27,7.84,2.95
7538,2025/03,99302000000,680000000,824000000,1189000000,87.87,10.38,4.79
7539,2024/09,89782840000,2171260000,2477857000,1268949000,54.86,5.1,2.82
7544,2025/02,13916000000,997000000,1003000000,289000000,38.15,7.51,5.65
7545,2025/02,185974000000,12180000000,12651000000,8195000000,136.48,9.02,5.5
7550,2025/03,1136684000000,75128000000,71890000000,39290000000,250.79,16.37,4.83
7551,2025/03,35138000000,2246000000,2304000000,1430859000,89.22,8.36,5.53
7552,2025/03,364418000000,11677000000,11963000000,6764000000,306.79,12.24,5.57
7554,2025/03,18843000000,443000000,413000000,799000000,48.13,13.39,6.4
7555,2025/03,3857000000,276000000,330000000,221684000,43.57,4.26,2.64
7559,2025/03,22382000000,671000000,649000000,404000000,73.07,2.35,2.04
7561,2025/03,45175000000,1931000000,2082000000,1204000000,65.13,4.88,1.64
7562,2025/03,30353000000,1459000000,1373000000,589601000,255.32,7.94,2.43
7564,2025/03,136933000000,24394000000,24904000000,16892000000,206.98,12.48,10.41
7565,2025/03,24422000000,1134000000,1177000000,873064000,431.76,7.44,4.28
7567,2025/03,6428000000,63000000,84000000,37000000,7.29,0.83,0.55
7570,2025/03,165339000000,2444000000,3472000000,2890000000,145.68,8.96,3.38
7571,2025/03,13964000000,256000000,236000000,41824000,1.2,3.15,0.53
7575,2025/03,56610000000,12326000000,12335000000,9317000000,131.43,15.55,12.4
7578,2025/03,2242000000,-98000000,-143000000,-236000000,-14.73,-,-
7581,2024/08,224542000000,14863000000,15585000000,8149000000,166.27,7.39,4.85
7585,2024/06,1649628000,-180662000,-172101000,-206628000,-54.21,-,-
7590,2025/01,19890018000,-150677000,83774000,-242934000,-14.41,-,-
7593,2025/03,351630000000,10859000000,-,5302000000,43.83,7.44,1.91
7595,2025/03,69541000000,10199000000,10919000000,7447460000,349.57,13.02,8.61
7596,2025/03,36629490000,1493652000,2082766000,1593950000,114.22,9.02,6.92
7599,2025/02,496678000000,19890000000,19115000000,13447000000,133.92,16.93,6.11
7600,2025/03,25114000000,1555000000,1488000000,-461798000,-17.54,-,-
7601,2025/02,12028050000,408000000,412000000,376335000,31.93,48.2,9.96
7602,2025/03,20034000000,-199000000,-143000000,-187403000,-9.04,-,-
7603,2024/02,15409000000,-910000000,-854000000,-1151000000,-74.44,-,-
7604,2025/04,29440000000,550000000,388000000,-383550000,-43.59,-,-
7605,2024/10,46142013000,5479071000,5632425000,4051508000,217.53,15.45,10.94
7606,2025/03,150910000000,7984000000,8539000000,4282000000,155.12,11.32,6.1
7607,2024/08,77845803000,3559062000,3901239000,2729798000,203.93,6.58,4.16
7608,2025/02,13274000000,1229000000,1261000000,929140000,111.55,16.66,13.72
7609,2024/12,93542920000,6200101000,6335656000,4382030000,394.6,13.29,5.99
7610,2024/02,35197704000,1333874000,1423967000,568471000,8.84,9.79,4.58
7611,2025/02,55629000000,5514000000,5652000000,4092000000,107.91,15.82,11.88
7613,2024/12,302314000000,8559000000,8288000000,3754000000,79.73,3.74,1.73
7614,2025/01,32778259000,1474536000,1675369000,1098835000,163.94,6.37,4.98
7615,2025/03,5161000000,-734000000,-747000000,-923000000,-74.29,-,-
7616,2025/03,269156000000,7712000000,-,1249000000,12.84,1.61,0.4
7618,2023/03,30254000000,1844000000,1787000000,865000000,17.08,3.26,2.39
7619,2025/03,41452000000,1220000000,1231000000,878000000,108.94,5.9,2.98
7621,2025/03,13462859000,721717000,699433000,136924000,24.41,2.87,1.26
7623,2025/04,18076000000,318000000,333000000,232000000,71.88,6.56,2.03
7624,2025/02,43555000000,464000000,502000000,314000000,5.73,2.43,1.82
7625,2024/12,11788633000,753057000,751596000,514916000,49.57,9.7,5.03
7628,2025/03,40017000000,1782000000,2362000000,1522562000,115.95,3.89,3.13
7630,2025/02,61006000000,4925000000,5194000000,3171000000,19.87,9.89,6.81
7634,2025/03,15102000000,1982000000,2052000000,1463492000,469.18,7.94,5.95
7635,2025/03,75661000000,830000000,986000000,517000000,96.36,4.44,1.34
7636,2024/06,34121000000,869000000,1092000000,789000000,55.53,4.42,3.01
7637,2025/03,66410000000,2983000000,3214000000,2236985000,197.23,9.42,5
7638,2025/03,27644000000,3890000000,3580000000,1984825000,113.98,19.98,7.26
7640,2024/10,18414028000,-501957000,-577243000,-717624000,-45.97,-,-
7643,2024/09,51827537000,1914972000,1958402000,1424785000,125.23,8.46,5.44
7646,2024/09,98585000000,2128000000,2249000000,365000000,49.77,2.54,0.95
7647,2024/03,4418018000,460876000,450113000,222333000,1.09,7.1,3.66
7649,2025/02,878021000000,42563000000,41993000000,25689000000,141.96,10.25,5.19
7670,2025/03,69416000000,1239000000,1592000000,1779000000,173.89,8.33,3.88
7671,2023/06,3011482000,443843000,439174000,293687000,69.8,12.28,10.41
7673,2024/05,17222103000,885724000,896885000,602062000,112.9,7.66,3.76
7674,2025/01,7196461000,2462000,-12105000,-268353000,-109.7,-,-
7675,2024/12,348074000000,2817000000,3144000000,2250000000,263.56,6.88,1.84
7676,2023/09,64466026000,-1192803000,-1518420000,-3527232000,-943.45,-,-
7677,2025/03,29046781000,-44012000,-511970000,-509637000,-177.73,-,-
7678,2025/01,8350136000,179671000,184711000,567974000,106.89,18.5,13.04
7679,2025/02,151957000000,5481000000,5778000000,4275000000,218.17,11.53,5.35
7681,2024/09,19804248000,178107000,181146000,136057000,23.09,2.44,1.28
7682,2024/07,5774730000,219611000,224947000,116615000,54.08,7.65,2.73
7683,2025/01,22800935000,1670976000,1587508000,996856000,52.28,9.27,7.59
7685,2024/12,59973669000,4733796000,4198134000,2411292000,83.97,19.82,5.2
7686,2025/03,134514000000,1781000000,1815000000,536000000,18.76,12.67,1.49
7687,2025/03,6776000000,372000000,373000000,258000000,39.13,18.52,11.1
7689,2025/02,2052000000,-281000000,-278000000,-437000000,-147.49,-,-
7692,2024/07,5000237000,277349000,235134000,150280000,1.36,16.93,6.35
7694,2025/03,13940000000,74000000,43000000,-98093000,-16.61,-,-
7695,2025/03,10292000000,163000000,174000000,90000000,39.22,5.35,2.26
7698,2025/03,54717000000,627000000,691000000,481000000,123.29,12.53,2.77
7699,2025/03,55560000000,-,-,2414000000,114.64,18.68,6.75
7701,2025/03,539047000000,71720000000,72018000000,53776000000,183.55,10.8,8
7702,2025/03,69749000000,872000000,514000000,89000000,3.63,0.22,0.11
7705,2024/03,37148173000,5714132000,6108932000,3430655000,334.38,10.2,6.17
7707,2024/06,3979954000,-956246000,-1010441000,-1121480000,-40.59,-,-
7709,2025/03,1662000000,-125000000,-126000000,-200000000,-14.53,-,-
7711,2024/09,4964940000,916444000,916502000,637943000,115.68,15.12,9.06
7713,2024/05,11213162000,1178502000,1349032000,687223000,97.04,4.03,3.28
7715,2025/03,69544000000,7653000000,7575000000,6054539000,316.94,13.83,8.14
7716,2024/12,77041446000,14596193000,17283081000,8577872000,101.37,7.1,5.42
7717,2025/03,46182000000,1821000000,1891000000,800000000,84.01,2.39,1.09
7718,2024/12,64994694000,4021245000,4515192000,1855111000,53.99,2.51,2
7719,2025/02,3483885000,25149000,36785000,62941000,8.83,4,1.67
7721,2025/03,57650000000,4856000000,5001000000,3797000000,231.13,9.39,4.96
7722,2025/03,13204000000,1211000000,1411000000,940376000,69.08,8.38,4.51
7723,2025/03,54286000000,3940000000,4764000000,3533000000,229.82,7.55,5.63
7725,2024/05,7754732000,1577511000,1637610000,1132682000,104.15,10.26,8.3
7726,2025/03,17284000000,311000000,419000000,172589000,30.23,1.52,0.66
7727,2025/03,15048000000,1422000000,1444000000,1029794000,45.96,6.49,4.2
7729,2025/03,150534000000,29703000000,29939000000,25637000000,633.74,14.72,10.77
7730,2024/08,28513000000,8392000000,8464000000,6286000000,63.82,12.01,10.99
7731,2025/03,715285000000,2422000000,-,6123000000,17.86,0.96,0.55
7732,2025/03,216000000000,8826000000,4729000000,417000000,3.96,0.4,0.17
7733,2025/03,997332000000,162462000000,-,117855000000,102.99,15.68,8.23
7734,2025/03,49038000000,10642000000,10830000000,8007557000,172.1,10.33,8.63
7735,2025/03,625269000000,135683000000,138265000000,99467000000,1023.53,23.65,14.82
7739,2024/12,100656000000,10397000000,9877000000,7655000000,187.19,6.3,5.39
7740,2024/12,88475000000,19201000000,19304000000,14526000000,351.6,17.64,14.22
7741,2025/03,885814000000,-,-,202101000000,581.45,20.75,16.37
7743,2024/03,32396752000,2050138000,2059001000,1964300000,77.4,11.32,3.96
7744,2024/12,106539000000,20507000000,-,16120000000,451.59,7.25,5.38
7745,2025/03,67083000000,8813000000,8954000000,6468000000,235.6,15.14,9.37
7746,2025/03,4686000000,126000000,84000000,89009000,3.82,4.94,1.03
7747,2024/06,107547000000,22135000000,21968000000,15808000000,58.2,10.45,8.25
7749,2025/03,22553000000,4486000000,4658000000,3013544000,204.55,6.67,5.74
7751,2024/12,4509821000000,279754000000,-,160025000000,165.53,4.73,2.78
7752,2025/03,2527876000000,63829000000,-,45709000000,78.11,4.44,1.94
7760,2024/09,15340000000,1847799000,1853000000,1428000000,88.7,13.98,7.41
7762,2025/03,316885000000,20592000000,23024000000,23876000000,97.91,9.33,5.75
7769,2025/03,32666000000,817000000,1160000000,758000000,91.83,2.42,1.68
7771,2025/03,7158000000,275000000,2000000,-20016000,-0.91,-,-
7774,2025/03,2455000000,-238000000,-234000000,-255000000,-6.28,-,-
7775,2025/03,9951000000,1512000000,1510000000,1097000000,38.19,14.66,9.81
7776,2024/12,193277000,-846378000,-847675000,-859840000,-25.72,-,-
7777,2025/04,6934144000,-1156000000,-2483000000,-2501000000,-25.2,-,-
7779,2025/03,4384000000,-926000000,-,-577000000,-2.73,-,-
7780,2025/03,121491000000,10051000000,9607000000,5621000000,74.02,6.59,3
7781,2024/06,35292145000,1119021000,1166389000,757112000,102.32,16.96,6.16
7782,2024/12,6539394000,484853000,468254000,301747000,47.25,11.19,5.49
7790,2024/12,5023589000,255440000,251644000,153564000,134.71,23.54,3.44
7791,2025/03,11509000000,595000000,583000000,415000000,101.5,9.21,3.68
7792,2024/09,5944680000,1500894000,1495168000,1024431000,113.51,24.92,18.86
7793,2024/12,7767457000,439815000,449568000,258725000,110.43,14.31,8.56
7794,2025/03,902000000,-976000000,-989000000,-2306000000,-171.35,-,-
7795,2025/03,40353000000,1249000000,1145000000,715658000,16.37,4.06,1.69
7800,2024/09,8602129000,-298058000,-286447000,-283924000,-94.2,-,-
7803,2024/06,46262958000,882574000,1898197000,804846000,11.38,3.64,1.59
7804,2024/10,3536204000,550518000,551262000,391885000,171.24,11.44,9.47
7805,2024/08,9306600000,448843000,456167000,210518000,43.58,5.57,2.94
7806,2024/09,71865000000,3277000000,3676000000,2279000000,57.66,5.13,3.9
7807,2025/02,6368000000,797000000,827000000,616203000,144.89,21.11,12.61
7808,2024/05,21132906000,2174056000,2082293000,1435677000,776.11,13.96,6.1
7809,2024/06,16379234000,1656429000,1600144000,1103775000,139.14,15.3,9.17
7810,2024/07,3413982000,-16477000,-6432000,28391000,1.68,1.59,0.54
7811,2025/02,49132000000,2871000000,2908000000,2010130000,225.39,10.41,5.03
7812,2024/06,19066764000,1180952000,1290699000,910732000,295.48,11.14,4.61
7813,2024/06,6387477000,37488000,187329000,65675000,18.52,2.06,1.05
7814,2024/12,80100000000,4351000000,4198000000,2871000000,58.91,18.69,3.82
7815,2025/03,7733000000,-32000000,-90000000,293000000,113.05,18.96,2.34
7816,2023/12,25728000000,943000000,1192000000,1000000,0.03,0.01,0
7817,2025/03,108583000000,12977000000,12846000000,9083000000,159.22,6.62,4.96
7818,2024/08,25047146000,5233177000,5625363000,3763601000,129.4,20.74,16.86
7819,2024/09,20919562000,1010056000,967821000,773966000,58.59,11.77,5.36
7820,2025/03,23976000000,774000000,1102000000,-2792000000,-122.69,-,-
7821,2024/06,55833000000,10736000000,11236000000,7979000000,127.27,12.78,9.94
7822,2025/03,71202000000,-293000000,-398000000,-29000000,-0.66,-,-
7823,2025/03,43340000000,2181000000,2249000000,821000000,25.23,3.07,1.65
7826,2024/06,47527000000,9813000000,10690000000,7410000000,322.44,12.29,6.57
7827,2024/10,11444108000,580015000,578096000,434972000,246.65,8.04,3.49
7829,2024/02,22724000000,-1027000000,-1216000000,-1600000000,-24.3,-,-
7831,2024/10,8600000000,-213000000,-170000000,-436000000,-17.72,-,-
7832,2025/03,1241513000000,180229000000,186470000000,129301000000,197.87,16.31,11.73
7833,2024/12,5859006000,677951000,678958000,422037000,43.8,7.44,6.15
7836,2025/03,4347000000,268000000,244000000,181000000,5.15,10.44,5.69
7837,2025/03,10990000000,-491000000,-384000000,-530768000,-130.13,-,-
7839,2024/09,35790722000,10330163000,10502792000,7377548000,139.9,24.98,21.03
7840,2025/03,60561000000,4696000000,4686000000,2946000000,85.26,7.26,4.16
7841,2024/12,17416558000,1546863000,1612035000,1118395000,127.74,5.04,4.22
7844,2025/03,27963000000,1817000000,1800000000,818000000,13.5,3.13,2.49
7846,2024/12,126168000000,17805000000,20110000000,15181000000,388.52,10.86,8.59
7847,2025/02,3074000000,534000000,558000000,376000000,57.98,7.46,5.54
7849,2024/12,8581520000,2338258000,2441007000,1826592000,475.72,18.7,15.25
7850,2024/07,15796169000,253418000,346254000,274500000,91.52,9.59,3.58
7851,2025/03,2831000000,79000000,109000000,100000000,21.42,4.18,2.92
7856,2024/10,33118244000,2097562000,2190044000,1518253000,110.63,5.23,3.57
7857,2024/03,11988668000,259913000,478997000,365315000,87.7,2.42,1.97
7859,2025/03,5800000000,867000000,877000000,476399000,23.07,5.81,4.92
7860,2025/03,131691000000,-1819000000,-1703000000,1138000000,26.1,2.27,1.07
7863,2025/03,9792000000,365000000,437000000,311000000,108.06,7.51,4.32
7864,2025/03,212345000000,18844000000,18323000000,12199000000,224.92,8.4,5.81
7865,2025/01,1915624000,-49515000,-45181000,-72002000,-16.46,-,-
7867,2025/03,250235000000,24870000000,24033000000,16350000000,182.2,15.37,9.86
7868,2025/03,38302000000,8302000000,8032000000,4462000000,31.18,9.5,5.78
7870,2024/08,6698545000,17650000,16191000,5743000,0.99,0.11,0.08
7871,2025/03,39973000000,1550000000,1882000000,1466000000,73.82,4.01,2.75
7872,2025/03,31271000000,188000000,316000000,-345000000,-32.93,-,-
7874,2025/03,66304000000,2710000000,3004000000,1729000000,52.8,5.02,1.93
7875,2025/03,34198000000,1375000000,1478000000,1248000000,150.13,6.86,3.96
7877,2025/03,8857000000,290000000,281000000,185232000,141.13,2.57,1.88
7878,2025/01,3930970000,149403000,146945000,88402000,59.08,6.07,2.94
7879,2024/11,67039000000,444000000,675000000,-4612224000,-291.77,-,-
7883,2025/03,16436000000,135000000,350000000,332274000,21.44,2.81,1.69
7885,2025/03,23969000000,451000000,528000000,520478000,34.19,1.63,1.35
7886,2025/03,16072000000,202000000,81000000,-339453000,-255.74,-,-
7887,2025/03,24921000000,961000000,1655000000,101132000,104.49,0.41,0.31
7888,2024/05,93784000000,4131000000,3927000000,2612000000,85.68,8.73,3.49
7893,2025/03,30995936000,208859000,-,450961000,17.68,1.81,1.17
7894,2025/02,18046000000,336000000,404000000,296189000,186.61,3.16,1.61
7896,2025/03,15419000000,183000000,189000000,184000000,41.22,2.91,1.68
7897,2025/03,10224000000,-68000000,-64000000,20000000,0.71,0.34,0.15
7898,2025/03,65157000000,1310000000,537000000,1777000000,190.89,3.98,1.74
7899,2023/04,2879518000,117332000,127694000,67281000,12.78,2.12,1.71
7901,2024/04,2214439000,-146302000,-137133000,-86605000,-76.5,-,-
7902,2025/03,2423000000,201000000,328000000,210000000,58.33,2.36,2.2
7905,2023/03,228826000000,9856000000,13008000000,10325000000,396.07,12.36,5.56
7906,2025/03,138276000000,14176000000,13964000000,10591000000,122.96,15.3,9.67
7908,2025/03,11294000000,1340000000,1378000000,989000000,21.51,5.25,4.29
7911,2025/03,1717960000000,84086000000,88582000000,89348000000,295.98,6.91,3.55
7912,2025/03,1457609000000,93612000000,115920000000,110682000000,238.9,9.74,5.77
7914,2025/03,99977000000,2331000000,2746000000,3310000000,114.97,5.26,2.62
7915,2024/12,195598000000,5486000000,-,3862000000,80.14,3.38,1.54
7916,2025/03,14756503000,-158796000,-49020000,70563000,23.04,0.4,0.25
7917,2025/03,150735000000,10116000000,10366000000,6530000000,351.21,7.12,4.24
7918,2025/03,17373000000,198000000,122000000,-19000000,-0.42,-,-
7919,2025/03,14570000000,690000000,751000000,522000000,31.45,11.84,4.89
7921,2024/05,29278256000,4231606000,4307541000,3014205000,231.76,10.9,8.33
7922,2025/03,9666000000,82000000,126000000,86096000,11.17,0.98,0.73
7923,2025/03,14582000000,891000000,929000000,597660000,118.74,5.47,2.92
7925,2025/03,24166000000,2164000000,2507000000,1714000000,115.5,4.14,3.43
7927,2025/03,27574000000,2047000000,2579000000,1510598000,214.05,8.22,4.87
7928,2024/08,8340336000,37895000,182575000,93766000,29.98,1.69,1.35
7931,2025/03,45113000000,6897000000,7067000000,4833000000,299.61,9.17,7.26
7932,2025/03,49141000000,3627000000,3615000000,2457000000,854.38,6.17,3.5
7936,2024/12,678526000000,100111000000,92601000000,63806000000,88.3,27.38,12.29
7937,2025/03,24835000000,2410000000,2509000000,1986000000,127.09,2.93,2.85
7938,2025/03,23558000000,397000000,497000000,700000000,219.21,5.5,2.67
7939,2025/03,5868000000,264000000,257000000,175000000,46.3,5.36,3.15
7940,2025/03,25566000000,405000000,697000000,520797000,61.7,3.13,1.78
7942,2025/03,142250000000,6888000000,7311000000,5066000000,193.3,5.01,3.29
7943,2025/03,148478000000,6951000000,7254000000,2706000000,78.47,2.17,1.52
7944,2024/12,99433000000,9951000000,8411000000,5976000000,216.49,12.89,7.32
7946,2025/03,4726000000,60000000,103000000,60000000,88.73,3.35,1.89
7947,2025/03,235628000000,18471000000,18451000000,12486000000,154.45,8.14,4.27
7949,2025/03,44616000000,3635000000,3756000000,2650000000,145.59,7.01,5.67
7950,2025/03,6210000000,555000000,626000000,439000000,555.37,2.79,2.44
7951,2025/03,462080000000,20695000000,-,13351000000,27.58,2.97,2.26
7952,2025/03,72918000000,316000000,474000000,405000000,47.1,0.91,0.55
7953,2025/03,21390000000,264000000,341000000,165822000,13.17,1.74,1.02
7955,2025/03,129987000000,2070000000,2621000000,1719000000,47.66,3.01,1.9
7956,2024/12,104171000000,12139000000,13282000000,8371000000,70,10.32,7.73
7957,2024/12,8984085000,-15587000,94348000,397757000,259.86,3.76,2.42
7958,2025/03,104835000000,2213000000,3092000000,3710151000,182.67,4.39,3.35
7961,2023/03,13992000000,460000000,585000000,404000000,97.48,4.5,3.41
7962,2024/06,39553069000,-241883000,130278000,-318068000,-11.16,-,-
7963,2024/12,10762379000,1009770000,1002939000,722061000,146.05,5.54,3.46
7965,2024/11,87221000000,5955000000,7405000000,6462000000,96.62,7.47,5.63
7966,2024/03,276321000000,10628000000,11537000000,5243000000,76.66,2.26,1.57
7970,2025/03,110582000000,13271000000,13218000000,9430000000,116.98,7.68,6.16
7971,2025/03,105709000000,4376000000,4665000000,3507000000,59.62,7.3,3.73
7972,2024/12,138460000000,10077000000,10004000000,7183000000,147.02,14.58,5.96
7974,2025/03,1164922000000,282553000000,372316000000,278806000000,239.47,10.23,8.2
7975,2025/02,9220000000,178000000,207000000,411573000,121.3,3.87,3.06
7976,2024/12,88820000000,12189000000,12952000000,11272000000,204.78,8.78,6.37
7979,2025/03,38698000000,5392000000,5523000000,4317000000,121.5,10.13,8.64
7980,2025/03,14112000000,1069000000,1097000000,780000000,109.68,9.11,4.32
7981,2025/03,243380000000,15635000000,16005000000,11090000000,163.14,5.7,4
7983,2024/10,10918396000,-519127000,-263073000,-2294180000,-777.67,-,-
7984,2024/12,338227000000,22028000000,24410000000,21787000000,192.14,8.36,6
7985,2025/03,7277000000,38000000,76000000,-280180000,-292.62,-,-
7986,2024/12,5901003000,518713000,572420000,433582000,270.17,10.12,6.99
7987,2025/03,62767000000,1787000000,2214000000,1995000000,72.66,6.95,3.53
7988,2025/03,353038000000,49200000000,52147000000,44767000000,461.94,16.28,11.79
7989,2024/12,41407715000,4361312000,4376782000,2802387000,148.63,5.29,4.39
7990,2025/03,123983000000,6508000000,6492000000,4783000000,208.09,7.84,4.2
7991,2025/03,33707000000,6399000000,6790000000,4718416000,458.26,18.83,11.61
7992,2024/12,4677810000,-270060000,-216412000,-1145770000,-38.65,-,-
7994,2025/03,314527000000,23935000000,26459000000,22045000000,232.93,11.91,7.62
7995,2025/03,60113000000,5669000000,5999000000,4676000000,265.76,9.26,6.01
7997,2024/11,7203796000,-27221000,19586000,209383000,122.92,4.58,2.6
7999,2025/03,18128000000,1317000000,1273000000,1373000000,300.14,5.8,4.58
8001,2024/03,14029910000000,702900000000,-,801770000000,553,14.77,5.53
8002,2025/03,7790168000000,272310000000,-,502965000000,302.78,13.86,5.47
8005,2025/03,84030000000,6052000000,6424000000,4267000000,124.14,11.7,7.62
8006,2025/03,123092000000,2730000000,3116000000,2050000000,464.56,5.27,3.19
8007,2025/03,94503000000,2129000000,2024000000,1566000000,91.37,6.55,2.61
8008,2025/02,45902000000,1960000000,2351000000,1377000000,64.16,3.54,2.07
8011,2025/02,60526000000,2715000000,2825000000,4007000000,351.45,10.2,7.03
8012,2025/03,944961000000,39078000000,38382000000,25521000000,230.39,6.4,3.16
8013,2025/01,13162000000,57000000,151000000,100000000,12.22,1.52,0.84
8014,2025/03,311546000000,14492000000,16198000000,11658000000,473.05,12.67,7.98
8015,2025/03,10309550000000,497174000000,-,362506000000,343.4,13.81,5.14
8016,2025/02,208393000000,10153000000,10084000000,8516000000,62.74,10.11,4.75
8018,2025/03,22594000000,1766000000,2639000000,2108000000,54.06,4.15,3.02
8020,2025/03,1050936000000,42051000000,-,27469000000,328.95,15.79,3.98
8022,2025/03,240335000000,20777000000,21352000000,15243000000,198.65,9.75,6.98
8023,2025/03,42690000000,2410000000,2495000000,1683000000,129.87,13.29,6.27
8025,2025/03,9681000000,-332000000,-210000000,-380071000,-94.18,-,-
8028,2023/02,461495000000,64014000000,-,34361000000,67.9,5.04,2.08
8029,2024/12,54739000000,2530000000,2880000000,1925000000,259.73,5.1,3.13
8030,2025/03,149902000000,3229000000,3508000000,2901000000,726.27,9.06,3.88
8031,2025/03,14662620000000,400654000000,-,900342000000,306.73,11.93,5.36
8032,2025/03,-,15071000000,15822000000,7569000000,61.44,5.65,1.93
8035,2025/03,2431568000000,697319000000,707727000000,544133000000,1182.4,29.57,20.72
8037,2024/03,572233000000,15671000000,17053000000,10111000000,300.92,6.7,3.11
8038,2024/03,104802000000,2923000000,3573000000,2488000000,634.03,9.24,6.18
8039,2025/03,62414000000,302000000,330000000,287000000,128.27,4.39,1.73
8040,2024/12,15700503000,243029000,347620000,500571000,145.4,4.93,3.5
8041,2025/03,350092000000,5100000000,5891000000,4527000000,839.56,12.73,5.01
8043,2025/03,436112000000,9046000000,10661000000,12197000000,208.85,13.74,7.09
8045,2025/03,39841000000,354000000,710000000,508223000,79.82,2.92,2.01
8046,2025/03,35585000000,1579000000,2077000000,1534000000,428.6,4.96,3.49
8050,2025/03,304744000000,21240000000,20769000000,13316000000,326.16,8.54,3.61
8051,2025/03,516126000000,9535000000,10018000000,7845000000,90.63,6.2,2.68
8052,2025/03,124323000000,6021000000,6513000000,4691000000,252,10.73,4.66
8053,2025/03,7292084000000,405023000000,-,561859000000,463.96,12.09,4.83
8056,2025/03,404010000000,39066000000,-,26965000000,272.64,15.95,8.15
8057,2024/07,277940000000,9345000000,10135000000,6996000000,710.81,10.84,4.64
8058,2025/03,18617601000000,371097000000,-,950709000000,236.97,10.15,4.42
8059,2025/03,221755000000,13103000000,13597000000,8841000000,278.54,11.09,5.16
